campaign_date,channel,region,impressions,clicks,spend,conversions,conversion_revenue
2025-12-16,Display Ads,West,317768,8500,1588.84,388,75881.21
2025-12-17,Email,Northeast,63884,1192,638.84,125,6668.33
2025-12-17,Email,Southeast,50019,1790,500.2,53,2251.03
2025-12-17,Email,Midwest,53837,1906,538.38,215,41138.13
2025-12-17,Email,West,44427,2380,444.28,197,10241.36
2025-12-17,Social Media,Northeast,209115,5822,2091.15,632,100612.59
2025-12-17,Social Media,Southeast,229895,5977,2298.95,396,38999.82
2025-12-17,Social Media,Midwest,210752,6215,2107.53,380,60919.88
2025-12-17,Social Media,West,186055,10544,1860.55,1098,198746.0
2025-12-17,Paid Search,Northeast,86843,4132,3256.63,158,19921.9
2025-12-17,Paid Search,Southeast,87475,4394,3280.35,317,31894.62
2025-12-17,Paid Search,Midwest,78871,1206,2957.67,78,12992.3
2025-12-17,Paid Search,West,81043,3105,3039.12,154,17919.03
2025-12-17,Display Ads,Northeast,347729,8568,1738.65,820,48242.36
2025-12-17,Display Ads,Southeast,253753,13765,1268.77,314,18507.2
2025-12-17,Display Ads,Midwest,304530,8026,1522.65,717,65044.98
2025-12-17,Display Ads,West,272130,14444,1360.65,1572,66204.88
2025-12-18,Email,Northeast,49270,2271,492.7,79,14923.06
2025-12-18,Email,Southeast,41689,1600,416.9,100,17571.8
2025-12-18,Email,Midwest,44597,920,445.98,80,13937.47
2025-12-18,Email,West,58652,1048,586.53,37,6710.12
2025-12-18,Social Media,Northeast,237484,14078,2374.84,774,84848.64
2025-12-18,Social Media,Southeast,163371,7663,1633.72,733,129776.26
2025-12-18,Social Media,Midwest,185568,10126,1855.69,895,92614.52
2025-12-18,Social Media,West,222575,5259,2225.76,258,33422.69
2025-12-18,Paid Search,Northeast,113629,6558,4261.12,572,98972.09
2025-12-18,Paid Search,Southeast,85657,2135,3212.16,195,10756.61
2025-12-18,Paid Search,Midwest,82364,1955,3088.69,133,7261.03
2025-12-18,Paid Search,West,81464,1616,3054.92,111,15585.97
2025-12-18,Display Ads,Northeast,304952,14711,1524.76,960,126986.81
2025-12-18,Display Ads,Southeast,298584,16037,1492.92,430,32531.75
2025-12-18,Display Ads,Midwest,254140,9684,1270.7,617,81297.24
2025-12-18,Display Ads,West,334638,17305,1673.19,1721,289918.01
2025-12-19,Email,Northeast,62318,3607,623.19,427,57829.41
2025-12-19,Email,Southeast,52004,827,520.04,76,5695.57
2025-12-19,Email,Midwest,47213,1038,472.14,50,9752.84
2025-12-19,Email,West,45401,1946,454.01,192,16659.55
2025-12-19,Social Media,Northeast,240919,5897,2409.19,555,71753.86
2025-12-19,Social Media,Southeast,201591,6391,2015.91,658,47468.14
2025-12-19,Social Media,Midwest,155332,6294,1553.33,241,38039.04
2025-12-19,Social Media,West,252938,8075,2529.39,346,43338.29
2025-12-19,Paid Search,Northeast,86085,4218,3228.2,361,48289.35
2025-12-19,Paid Search,Southeast,64785,1240,2429.46,146,18140.63
2025-12-19,Paid Search,Midwest,85940,1414,3222.76,134,22817.23
2025-12-19,Paid Search,West,86688,5051,3250.83,164,29991.86
2025-12-19,Display Ads,Northeast,332932,11245,1664.66,557,102963.78
2025-12-19,Display Ads,Southeast,355405,11528,1777.03,494,34556.98
2025-12-19,Display Ads,Midwest,275960,14729,1379.8,573,77292.46
2025-12-19,Display Ads,West,392465,13606,1962.33,1048,76800.21
2025-12-20,Email,Northeast,45481,717,454.81,71,11252.5
2025-12-20,Email,Southeast,39344,1307,393.44,69,13504.28
2025-12-20,Email,Midwest,27815,742,278.16,37,2130.98
2025-12-20,Email,West,40575,600,405.75,68,7623.45
2025-12-20,Social Media,Northeast,168550,7919,1685.51,396,27361.51
2025-12-20,Social Media,Southeast,152946,4360,1529.46,306,19283.71
2025-12-20,Social Media,Midwest,107855,2813,1078.56,184,13730.99
2025-12-20,Social Media,West,129117,6447,1291.17,242,28527.0
2025-12-20,Paid Search,Northeast,60837,608,2281.42,44,7721.02
2025-12-20,Paid Search,Southeast,48821,798,1830.8,72,10084.22
2025-12-20,Paid Search,Midwest,55909,665,2096.61,59,3805.98
2025-12-20,Paid Search,West,69111,3601,2591.68,129,16801.85
2025-12-20,Display Ads,Northeast,289286,8111,1446.43,897,162706.41
2025-12-20,Display Ads,Southeast,210290,6367,1051.45,373,60731.58
2025-12-20,Display Ads,Midwest,155475,3040,777.38,270,34314.76
2025-12-20,Display Ads,West,225404,8695,1127.02,519,76610.87
2025-12-21,Email,Northeast,48107,760,481.08,23,1153.38
2025-12-21,Email,Southeast,38198,679,381.98,67,9253.39
2025-12-21,Email,Midwest,33347,600,333.47,46,2642.73
2025-12-21,Email,West,37824,879,378.25,84,7513.7
2025-12-21,Social Media,Northeast,144905,4373,1449.05,363,16194.67
2025-12-21,Social Media,Southeast,133066,2016,1330.66,236,44598.76
2025-12-21,Social Media,Midwest,103102,1754,1031.02,209,29515.51
2025-12-21,Social Media,West,173182,5476,1731.83,237,42503.74
2025-12-21,Paid Search,Northeast,72184,886,2706.93,93,16551.91
2025-12-21,Paid Search,Southeast,56413,1758,2115.5,172,17475.7
2025-12-21,Paid Search,Midwest,50967,560,1911.29,45,2830.68
2025-12-21,Paid Search,West,53600,2113,2010.0,219,38284.35
2025-12-21,Display Ads,Northeast,218726,11788,1093.63,894,174025.44
2025-12-21,Display Ads,Southeast,199530,11682,997.65,341,35023.7
2025-12-21,Display Ads,Midwest,224924,7073,1124.62,540,99374.42
2025-12-21,Display Ads,West,242653,7533,1213.27,413,35834.68
2025-12-22,Email,Northeast,67215,2209,672.16,257,27094.12
2025-12-22,Email,Southeast,47323,2239,473.24,44,8083.55
2025-12-22,Email,Midwest,49023,2277,490.24,257,10580.64
2025-12-22,Email,West,51547,666,515.47,18,2849.75
2025-12-22,Social Media,Northeast,193023,11105,1930.24,1323,164770.33
2025-12-22,Social Media,Southeast,220593,6598,2205.93,329,49405.31
2025-12-22,Social Media,Midwest,160895,8919,1608.95,807,105867.46
2025-12-22,Social Media,West,253100,5370,2531.0,305,27530.25
2025-12-22,Paid Search,Northeast,99307,4569,3724.01,216,28588.84
2025-12-22,Paid Search,Southeast,68943,1526,2585.39,65,6725.16
2025-12-22,Paid Search,Midwest,76472,4159,2867.73,149,27881.13
2025-12-22,Paid Search,West,85941,3364,3222.8,272,48904.68
2025-12-22,Display Ads,Northeast,308427,7433,1542.14,754,81149.4
2025-12-22,Display Ads,Southeast,295592,16858,1477.96,1895,204149.67
2025-12-22,Display Ads,Midwest,301898,6949,1509.49,220,20013.13
2025-12-22,Display Ads,West,264106,13523,1320.53,301,24558.89
2025-12-23,Email,Northeast,67319,3384,673.19,261,43673.96
2025-12-23,Email,Southeast,47919,2727,479.2,126,20599.66
2025-12-23,Email,Midwest,42665,1895,426.66,148,12230.48
2025-12-23,Email,West,49475,1073,494.76,113,13760.36
2025-12-23,Social Media,Northeast,231758,3729,2317.59,165,21411.86
2025-12-23,Social Media,Southeast,222213,4084,2222.13,434,31664.62
2025-12-23,Social Media,Midwest,179100,2809,1791.01,184,35015.47
2025-12-23,Social Media,West,257845,3450,2578.46,93,17257.34
2025-12-23,Paid Search,Northeast,84619,4186,3173.25,158,24760.55
2025-12-23,Paid Search,Southeast,95166,4566,3568.76,300,21533.4
2025-12-23,Paid Search,Midwest,71581,2607,2684.3,240,18701.14
2025-12-23,Paid Search,West,83677,1710,3137.92,103,18872.49
2025-12-23,Display Ads,Northeast,405280,7850,2026.4,708,52543.83
2025-12-23,Display Ads,Southeast,354467,17148,1772.34,898,122669.44
2025-12-23,Display Ads,Midwest,261497,7718,1307.49,214,41466.87
2025-12-23,Display Ads,West,375817,15438,1879.09,815,139559.42
2025-12-24,Email,Northeast,68672,2738,686.73,78,15425.4
2025-12-24,Email,Southeast,53542,2375,535.43,58,10227.22
2025-12-24,Email,Midwest,49681,2443,496.81,101,7305.65
2025-12-24,Email,West,53476,1019,534.77,27,2862.4
2025-12-24,Social Media,Northeast,201448,3945,2014.49,469,30143.69
2025-12-24,Social Media,Southeast,215017,2257,2150.18,171,17279.95
2025-12-24,Social Media,Midwest,150241,3115,1502.41,73,4740.99
2025-12-24,Social Media,West,253804,14605,2538.05,1122,97605.79
2025-12-24,Paid Search,Northeast,81771,990,3066.42,63,7370.39
2025-12-24,Paid Search,Southeast,94280,999,3535.52,63,4099.4
2025-12-24,Paid Search,Midwest,63632,2156,2386.22,126,8859.54
2025-12-24,Paid Search,West,82098,2476,3078.7,176,17968.85
2025-12-24,Display Ads,Northeast,412637,15712,2063.19,1685,312212.07
2025-12-24,Display Ads,Southeast,327579,3511,1637.9,350,43116.03
2025-12-24,Display Ads,Midwest,321719,14233,1608.6,941,63614.35
2025-12-24,Display Ads,West,306125,17598,1530.63,1982,299035.71
2025-12-25,Email,Northeast,58264,1028,582.64,119,7617.55
2025-12-25,Email,Southeast,49230,547,492.3,55,8402.42
2025-12-25,Email,Midwest,38342,528,383.42,36,4800.72
2025-12-25,Email,West,44797,2682,447.97,70,4343.37
2025-12-25,Social Media,Northeast,269271,7572,2692.71,308,43434.23
2025-12-25,Social Media,Southeast,171283,2868,1712.83,326,33050.4
2025-12-25,Social Media,Midwest,201528,4416,2015.28,265,44075.69
2025-12-25,Social Media,West,183148,10442,1831.48,947,48171.9
2025-12-25,Paid Search,Northeast,93706,3478,3513.98,161,17732.69
2025-12-25,Paid Search,Southeast,79171,3576,2968.92,89,16413.23
2025-12-25,Paid Search,Midwest,66690,3815,2500.9,222,32201.53
2025-12-25,Paid Search,West,94215,5158,3533.08,244,26137.01
2025-12-25,Display Ads,Northeast,390818,8764,1954.09,243,28214.35
2025-12-25,Display Ads,Southeast,292431,4683,1462.16,183,20073.6
2025-12-25,Display Ads,Midwest,281440,7956,1407.2,506,21632.37
2025-12-25,Display Ads,West,319277,18804,1596.39,2186,247051.23
2025-12-26,Email,Northeast,69441,1772,694.41,195,36801.0
2025-12-26,Email,Southeast,40541,2364,405.42,247,14120.42
2025-12-26,Email,Midwest,40435,2340,404.36,94,6966.93
2025-12-26,Email,West,45869,1032,458.7,64,3307.41
2025-12-26,Social Media,Northeast,197328,10154,1973.28,344,17740.53
2025-12-26,Social Media,Southeast,200744,8697,2007.44,207,20623.74
2025-12-26,Social Media,Midwest,212482,12530,2124.82,815,50275.54
2025-12-26,Social Media,West,244263,2473,2442.63,215,29828.98
2025-12-26,Paid Search,Northeast,95786,3907,3591.99,90,12787.32
2025-12-26,Paid Search,Southeast,94417,3044,3540.64,233,18480.01
2025-12-26,Paid Search,Midwest,73234,2894,2746.29,139,13430.58
2025-12-26,Paid Search,West,99279,5329,3722.98,534,50460.42
2025-12-26,Display Ads,Northeast,406815,23248,2034.08,1029,202527.19
2025-12-26,Display Ads,Southeast,356159,7500,1780.8,392,35687.75
2025-12-26,Display Ads,Midwest,270789,5597,1353.95,567,30997.07
2025-12-26,Display Ads,West,285390,6140,1426.95,386,21302.54
2025-12-27,Email,Northeast,45979,1835,459.79,123,20791.74
2025-12-27,Email,Southeast,33180,514,331.81,47,7433.7
2025-12-27,Email,Midwest,31966,1164,319.66,27,3053.56
2025-12-27,Email,West,45423,1770,454.23,122,18061.94
2025-12-27,Social Media,Northeast,146826,3963,1468.26,278,30056.53
2025-12-27,Social Media,Southeast,122747,5359,1227.48,479,63246.25
2025-12-27,Social Media,Midwest,117257,4857,1172.57,582,66026.31
2025-12-27,Social Media,West,175287,8777,1752.88,276,24409.02
2025-12-27,Paid Search,Northeast,72549,3370,2720.62,172,21405.62
2025-12-27,Paid Search,Southeast,57270,2988,2147.65,139,20274.06
2025-12-27,Paid Search,Midwest,52047,2309,1951.79,259,34033.94
2025-12-27,Paid Search,West,52717,859,1976.91,61,9338.28
2025-12-27,Display Ads,Northeast,223716,9868,1118.58,1035,42644.37
2025-12-27,Display Ads,Southeast,195829,8200,979.15,507,79340.91
2025-12-27,Display Ads,Midwest,204161,2176,1020.81,258,17736.7
2025-12-27,Display Ads,West,276242,12042,1381.21,1271,75923.45
2025-12-28,Email,Northeast,41796,2437,417.97,82,4359.3
2025-12-28,Email,Southeast,38809,1972,388.09,76,6298.95
2025-12-28,Email,Midwest,30277,863,302.77,91,16719.2
2025-12-28,Email,West,41432,1849,414.33,49,7554.56
2025-12-28,Social Media,Northeast,147195,5572,1471.95,382,24309.83
2025-12-28,Social Media,Southeast,151966,7435,1519.66,405,66679.5
2025-12-28,Social Media,Midwest,134219,3774,1342.19,392,28159.02
2025-12-28,Social Media,West,124429,7447,1244.29,578,100093.42
2025-12-28,Paid Search,Northeast,54913,1676,2059.26,59,7903.07
2025-12-28,Paid Search,Southeast,48324,2220,1812.18,75,3816.18
2025-12-28,Paid Search,Midwest,41745,1585,1565.45,33,4698.78
2025-12-28,Paid Search,West,67222,1707,2520.84,72,12770.83
2025-12-28,Display Ads,Northeast,226577,8928,1132.89,869,103349.58
2025-12-28,Display Ads,Southeast,199868,6399,999.34,712,140077.15
2025-12-28,Display Ads,Midwest,153332,3334,766.66,334,31994.08
2025-12-28,Display Ads,West,203362,9834,1016.81,1026,168523.7
2025-12-29,Email,Northeast,49871,1776,498.71,169,20448.92
2025-12-29,Email,Southeast,48412,2876,484.13,172,16272.78
2025-12-29,Email,Midwest,38730,1927,387.31,67,5102.65
2025-12-29,Email,West,45386,2198,453.87,110,17701.17
2025-12-29,Social Media,Northeast,228837,2905,2288.38,187,25726.93
2025-12-29,Social Media,Southeast,166403,1876,1664.04,39,4719.53
2025-12-29,Social Media,Midwest,207568,8661,2075.69,550,41692.5
2025-12-29,Social Media,West,227961,12031,2279.62,379,34469.87
2025-12-29,Paid Search,Northeast,111997,1948,4199.92,137,7206.53
2025-12-29,Paid Search,Southeast,83096,1749,3116.1,142,17317.84
2025-12-29,Paid Search,Midwest,75405,3891,2827.72,407,71093.73
2025-12-29,Paid Search,West,102339,4286,3837.72,339,56051.78
2025-12-29,Display Ads,Northeast,305464,12104,1527.32,987,75535.51
2025-12-29,Display Ads,Southeast,288930,10013,1444.65,1191,237032.19
2025-12-29,Display Ads,Midwest,301820,4260,1509.1,465,91972.36
2025-12-29,Display Ads,West,375197,16709,1875.99,1682,229626.27
